ruta,variedad,clase,largo_pulg,punta_0.25,punta_0.5,punta_1,punta_1.5,punta_2,punta_3,base_0.25,base_0.5,base_1,base_1.5,base_2,base_3
Connecticut/1-2_BANDA/20260824_180108494_iOS.heic,connecticut,media_banda,17.086825321938612,2.117279277183116,2.687783407978714,3.545971646904946,4.438657242804767,4.867143351584674,5.355278704315425,1.5824880595318975,1.7496579685248437,2.0551983006298546,2.366817964240909,2.95274736173451,4.419584842398764
Connecticut/1-2_BANDA/20260824_180119388_iOS.heic,connecticut,media_banda,15.801655628025145,1.3691665576770904,1.9415119327604773,2.738333425484598,3.3308955822139983,4.004324555397035,5.149014995433391,1.4319087322801354,1.5936429854482415,2.071179010905326,2.780858198180795,3.2116861017420892,4.010599114000798
Connecticut/1-2_BANDA/20260824_180137304_iOS.heic,connecticut,media_banda,15.179915047436667,2.67014194931835,4.348142269067467,5.915101323276759,7.775759775191546,7.959623694419863,8.349371412768962,2.756752381101251,2.860297484323383,3.277621689252556,3.8925982117652898,4.043799815699459,5.346575204283
Connecticut/1-2_BANDA/20260824_180240572_iOS.heic,connecticut,media_banda,15.670370792126237,2.0503624370321636,2.191207235679031,2.300434393342585,2.1076196450740103,2.1332593671977524,2.615812992677093,2.3137717070057993,3.0077654281631117,4.409090029075743,5.019841024652124,5.3152135759592065,6.838757783174516
Connecticut/1-2_BANDA/20260824_180416335_iOS.heic,connecticut,media_banda,16.38945200045054,1.9579234141856436,2.5706533519551162,3.4668632699176674,4.489836825057865,5.109594628214837,6.0260535813868055,1.42794542061165,1.617211501579732,2.121669638436288,2.430670095607639,2.8761392561718826,3.470377667807043
Connecticut/1-2_BANDA/20260824_180445515_iOS.heic,connecticut,media_banda,15.853650687762459,1.8117480939254167,2.4825784843415026,3.500624997541309,4.1533657908439645,4.3541082479059705,5.496128775179387,2.605449674651027,3.1375239947810774,3.36407395452261,3.7485724054276948,4.233442084863783,4.745221780613066
Connecticut/1-2_BANDA/20260824_180533425_iOS.heic,connecticut,media_banda,15.648305808824743,2.182408215478063,2.697469401173294,3.4888704344630246,4.407088447362185,4.966199937276543,5.843923911452294,1.3522915863431992,2.5962355448864405,2.314559748396278,2.053813878446818,2.693912515416742,4.040868462994696
Connecticut/1-2_BANDA/20260824_180551649_iOS.heic,connecticut,media_banda,16.096573994256747,2.5824486971832816,3.192011738196016,4.472585510462523,5.549971757456661,6.262602455914021,7.8276390116661805,1.7493793163448574,1.8301630178466441,2.6012936169281606,4.717393158003689,5.286318724974991,6.973267547786237
Connecticut/1-2_BANDA/20260824_180714211_iOS.heic,connecticut,media_banda,16.622572742951306,1.5605449369177224,1.8706750441342594,2.738012440502644,3.839593201875687,5.162955667823554,6.055588541552425,1.4344395515508952,1.7595978034660222,2.3622630788013343,3.115956595167518,3.695892722345889,5.019254878163339
Connecticut/1-2_BANDA/20260824_180735332_iOS.heic,connecticut,media_banda,16.479410532591316,2.8675598083063965,3.332245890051127,4.456473925150932,5.268018549308182,5.674998974427582,6.551495762541891,1.3468190249986949,1.4857596228830519,1.9942835695110266,2.7091160388663416,3.151882722973824,4.151037331670524
Connecticut/1-2_BANDA/20260824_180806012_iOS.heic,connecticut,media_banda,15.74796343789855,3.5983892697840933,3.923509840853513,4.065749916248024,4.635583545081318,5.7536213770508775,7.01433501765132,1.952468065079302,2.4799153944477443,3.1107091885060076,3.781269455328584,4.757066901773215,6.526654936373235
